,time,TopTrafficLights,BottomTrafficLights,rightTrafficlights,1to2Ped,4to3Ped,2to3Ped,1to4Ped
656,2614.5,green,green,red,red,red,green,green
657,2614.6,green,green,red,red,red,green,green
658,2614.7,green,green,red,red,red,green,green
659,2614.8,green,green,red,red,red,green,green
660,2614.9,green,green,red,red,red,green,green
661,2615,green,green,red,red,red,green,green
662,2615.1,green,green,red,red,red,green,green
663,2615.2,green,green,red,red,red,green,green
664,2615.3,green,green,red,red,red,green,green
665,2615.4,green,green,red,red,red,green,green
666,2615.5,green,green,red,red,red,green,green
667,2615.6,green,green,red,red,red,green,green
668,2615.7,green,green,red,red,red,green,green
669,2615.8,green,green,red,red,red,green,green
670,2615.9,green,green,red,red,red,green,green
671,2616,green,green,red,red,red,green,green
672,2616.1,green,green,red,red,red,green,green
673,2616.2,green,green,red,red,red,green,green
674,2616.3,green,green,red,red,red,green,green
675,2616.4,green,green,red,red,red,green,green
676,2616.5,green,green,red,red,red,green,green
677,2616.6,green,green,red,red,red,green,green
678,2616.7,green,green,red,red,red,green,green
679,2616.8,green,green,red,red,red,green,green
680,2616.9,green,green,red,red,red,green,green
681,2617,green,green,red,red,red,green,green
682,2617.1,green,green,red,red,red,green,green
683,2617.2,green,green,red,red,red,green,green
684,2617.3,green,green,red,red,red,green,green
685,2617.4,green,green,red,red,red,green,green
686,2617.5,green,green,red,red,red,green,green
687,2617.6,green,green,red,red,red,green,green
688,2617.7,green,green,red,red,red,green,green
689,2617.8,green,green,red,red,red,green,green
690,2617.9,green,green,red,red,red,green,green
691,2618,green,green,red,red,red,green,green
692,2618.1,green,green,red,red,red,green,green
693,2618.2,green,green,red,red,red,green,green
694,2618.3,green,green,red,red,red,green,green
695,2618.4,green,green,red,red,red,green,green
696,2618.5,green,green,red,red,red,green,green
697,2618.6,green,green,red,red,red,green,green
698,2618.7,green,green,red,red,red,green,green
699,2618.8,green,green,red,red,red,green,green
700,2618.9,green,green,red,red,red,green,green
701,2619,green,green,red,red,red,green,green
702,2619.1,green,green,red,red,red,green,green
703,2619.2,green,green,red,red,red,green,green
704,2619.3,green,green,red,red,red,green,green
705,2619.4,green,green,red,red,red,green,green
706,2619.5,green,green,red,red,red,green,green
707,2619.6,green,green,red,red,red,green,green
708,2619.7,green,green,red,red,red,green,green
709,2619.8,green,green,red,red,red,green,green
710,2619.9,green,green,red,red,red,green,green
711,2620,green,green,red,red,red,green,green
712,2620.1,green,green,red,red,red,green,green
713,2620.2,green,green,red,red,red,green,green
714,2620.3,green,green,red,red,red,green,green
715,2620.4,green,green,red,red,red,green,green
716,2620.5,green,green,red,red,red,green,green
717,2620.6,green,green,red,red,red,green,green
718,2620.7,green,green,red,red,red,green,green
719,2620.8,green,green,red,red,red,green,green
720,2620.9,green,green,red,red,red,green,green
721,2621,green,green,red,red,red,green,green
722,2621.1,green,green,red,red,red,green,green
723,2621.2,green,green,red,red,red,green,green
724,2621.3,green,green,red,red,red,green,green
725,2621.4,green,green,red,red,red,green,green
726,2621.5,green,green,red,red,red,green,green
727,2621.6,green,green,red,red,red,green,green
728,2621.7,green,green,red,red,red,green,green
729,2621.8,green,green,red,red,red,green,green
730,2621.9,green,green,red,red,red,green,green
731,2622,green,green,red,red,red,green,green
732,2622.1,green,green,red,red,red,green,green
733,2622.2,green,green,red,red,red,green,green
734,2622.3,green,green,red,red,red,green,green
735,2622.4,green,green,red,red,red,green,green
736,2622.5,green,green,red,red,red,green,green
737,2622.6,green,green,red,red,red,green,green
738,2622.7,green,green,red,red,red,green,green
739,2622.8,green,green,red,red,red,green,green
740,2622.9,green,green,red,red,red,green,green
741,2623,green,green,red,red,red,green,green
742,2623.1,green,green,red,red,red,green,green
743,2623.2,green,green,red,red,red,green,green
744,2623.3,green,green,red,red,red,green,green
745,2623.4,green,green,red,red,red,green,green
746,2623.5,green,green,red,red,red,green,green
747,2623.6,green,green,red,red,red,green,green
748,2623.7,green,green,red,red,red,green,green
749,2623.8,green,green,red,red,red,green,green
750,2623.9,green,green,red,red,red,green,green
751,2624,green,green,red,red,red,green,green
752,2624.1,green,green,red,red,red,green,green
753,2624.2,green,green,red,red,red,green,green
754,2624.3,green,green,red,red,red,green,green
755,2624.4,green,green,red,red,red,green,green
756,2624.5,green,green,red,red,red,green,green
757,2624.6,green,green,red,red,red,green,green
758,2624.7,green,green,red,red,red,green,green
759,2624.8,green,green,red,red,red,green,green
760,2624.9,green,green,red,red,red,green,green
761,2625,green,green,red,red,red,green,green
762,2625.1,green,green,red,red,red,green,green
763,2625.2,green,green,red,red,red,green,green
764,2625.3,green,green,red,red,red,green,green
765,2625.4,green,green,red,red,red,green,green
766,2625.5,green,green,red,red,red,green,green
767,2625.6,green,green,red,red,red,green,green
768,2625.7,green,green,red,red,red,green,green
769,2625.8,green,green,red,red,red,green,green
770,2625.9,green,green,red,red,red,green,green
771,2626,green,green,red,red,red,green,green
772,2626.1,green,green,red,red,red,green,green
773,2626.2,green,green,red,red,red,green,green
774,2626.3,green,green,red,red,red,green,green
775,2626.4,green,green,red,red,red,green,green
776,2626.5,green,green,red,red,red,green,green
777,2626.6,green,green,red,red,red,green,green
778,2626.7,green,green,red,red,red,green,green
779,2626.8,green,green,red,red,red,green,green
780,2626.9,green,green,red,red,red,green,green
781,2627,green,green,red,red,red,green,green
782,2627.1,green,green,red,red,red,green,green
783,2627.2,green,green,red,red,red,green,green
784,2627.3,green,green,red,red,red,green,green
785,2627.4,green,green,red,red,red,green,green
786,2627.5,green,green,red,red,red,green,green
787,2627.6,green,green,red,red,red,green,green
788,2627.7,green,green,red,red,red,green,green
789,2627.8,green,green,red,red,red,green,green
790,2627.9,green,green,red,red,red,green,green
791,2628,green,green,red,red,red,green,green
792,2628.1,green,green,red,red,red,green,green
793,2628.2,green,green,red,red,red,green,green
794,2628.3,green,green,red,red,red,green,green
795,2628.4,green,green,red,red,red,green,green
796,2628.5,green,green,red,red,red,green,green
797,2628.6,green,green,red,red,red,green,green
798,2628.7,green,green,red,red,red,green,green
799,2628.8,green,green,red,red,red,green,green
800,2628.9,green,green,red,red,red,green,green
801,2629,green,green,red,red,red,green,green
802,2629.1,green,green,red,red,red,green,green
803,2629.2,green,green,red,red,red,green,green
804,2629.3,green,green,red,red,red,green,green
805,2629.4,green,green,red,red,red,green,green
806,2629.5,green,green,red,red,red,green,green
807,2629.6,green,green,red,red,red,green,green
808,2629.7,green,green,red,red,red,green,green
809,2629.8,green,green,red,red,red,green,green
810,2629.9,green,green,red,red,red,green,green
811,2630,green,green,red,red,red,green,green
812,2630.1,green,green,red,red,red,green,green
813,2630.2,green,green,red,red,red,green,green
814,2630.3,green,green,red,red,red,green,green
815,2630.4,green,green,red,red,red,green,green
816,2630.5,green,green,red,red,red,green,green
817,2630.6,green,green,red,red,red,green,green
818,2630.7,green,green,red,red,red,green,green
819,2630.8,green,green,red,red,red,green,green
820,2630.9,green,green,red,red,red,green,green
821,2631,green,green,red,red,red,green,green
822,2631.1,green,green,red,red,red,green,green
823,2631.2,green,green,red,red,red,green,green
824,2631.3,green,green,red,red,red,green,green
825,2631.4,green,green,red,red,red,green,green
826,2631.5,green,green,red,red,red,green,green
827,2631.6,green,green,red,red,red,green,green
828,2631.7,red,red,green,green,green,red,red
829,2631.8,red,red,green,green,green,red,red
830,2631.9,red,red,green,green,green,red,red
831,2632,red,red,green,green,green,red,red
832,2632.1,red,red,green,green,green,red,red
833,2632.2,red,red,green,green,green,red,red
834,2632.3,red,red,green,green,green,red,red
835,2632.4,red,red,green,green,green,red,red
836,2632.5,red,red,green,green,green,red,red
837,2632.6,red,red,green,green,green,red,red
838,2632.7,red,red,green,green,green,red,red
839,2632.8,red,red,green,green,green,red,red
840,2632.9,red,red,green,green,green,red,red
841,2633,red,red,green,green,green,red,red
842,2633.1,red,red,green,green,green,red,red
843,2633.2,red,red,green,green,green,red,red
844,2633.3,red,red,green,green,green,red,red
845,2633.4,red,red,green,green,green,red,red
846,2633.5,red,red,green,green,green,red,red
847,2633.6,red,red,green,green,green,red,red
848,2633.7,red,red,green,green,green,red,red
849,2633.8,red,red,green,green,green,red,red
850,2633.9,red,red,green,green,green,red,red
851,2634,red,red,green,green,green,red,red
852,2634.1,red,red,green,green,green,red,red
853,2634.2,red,red,green,green,green,red,red
854,2634.3,red,red,green,green,green,red,red
855,2634.4,red,red,green,green,green,red,red
856,2634.5,red,red,green,green,green,red,red
857,2634.6,red,red,green,green,green,red,red
858,2634.7,red,red,green,green,green,red,red
859,2634.8,red,red,green,green,green,red,red
860,2634.9,red,red,green,green,green,red,red
861,2635,red,red,green,green,green,red,red
862,2635.1,red,red,green,green,green,red,red
863,2635.2,red,red,green,green,green,red,red
864,2635.3,red,red,green,green,green,red,red
865,2635.4,red,red,green,green,green,red,red
866,2635.5,red,red,green,green,green,red,red
867,2635.6,red,red,green,green,green,red,red
868,2635.7,red,red,green,green,green,red,red
869,2635.8,red,red,green,green,green,red,red
870,2635.9,red,red,green,green,green,red,red
871,2636,red,red,green,green,green,red,red
872,2636.1,red,red,green,green,green,red,red
873,2636.2,red,red,green,green,green,red,red
874,2636.3,red,red,green,green,green,red,red
875,2636.4,red,red,green,green,green,red,red
876,2636.5,red,red,green,green,green,red,red
877,2636.6,red,red,green,green,green,red,red
878,2636.7,red,red,green,green,green,red,red
879,2636.8,red,red,green,green,green,red,red
880,2636.9,red,red,green,green,green,red,red
881,2637,red,red,green,green,green,red,red
882,2637.1,red,red,green,green,green,red,red
883,2637.2,red,red,green,green,green,red,red
884,2637.3,red,red,green,green,green,red,red
885,2637.4,red,red,green,green,green,red,red
886,2637.5,red,red,green,green,green,red,red
887,2637.6,red,red,green,green,green,red,red
888,2637.7,red,red,green,green,green,red,red
889,2637.8,red,red,green,green,green,red,red
890,2637.9,red,red,green,green,green,red,red
891,2638,red,red,green,green,green,red,red
892,2638.1,red,red,green,green,green,red,red
893,2638.2,red,red,green,green,green,red,red
894,2638.3,red,red,green,green,green,red,red
895,2638.4,red,red,green,green,green,red,red
896,2638.5,red,red,green,green,green,red,red
897,2638.6,red,red,green,green,green,red,red
898,2638.7,red,red,green,green,green,red,red
899,2638.8,red,red,green,green,green,red,red
900,2638.9,red,red,green,green,green,red,red
901,2639,red,red,green,green,green,red,red
902,2639.1,red,red,green,green,green,red,red
903,2639.2,red,red,green,green,green,red,red
904,2639.3,red,red,green,green,green,red,red
905,2639.4,red,red,green,green,green,red,red
906,2639.5,red,red,green,green,green,red,red
907,2639.6,red,red,green,green,green,red,red
908,2639.7,red,red,green,green,green,red,red
909,2639.8,red,red,green,green,green,red,red
910,2639.9,red,red,green,green,green,red,red
911,2640,red,red,green,green,green,red,red
912,2640.1,red,red,green,green,green,red,red
913,2640.2,red,red,green,green,green,red,red
914,2640.3,red,red,green,green,green,red,red
915,2640.4,red,red,green,green,green,red,red
916,2640.5,red,red,green,green,green,red,red
917,2640.6,red,red,green,green,green,red,red
918,2640.7,red,red,green,green,green,red,red
919,2640.8,red,red,green,green,green,red,red
920,2640.9,red,red,green,green,green,red,red
921,2641,red,red,green,green,green,red,red
922,2641.1,red,red,green,green,green,red,red
923,2641.2,red,red,green,green,green,red,red
924,2641.3,red,red,green,green,green,red,red
925,2641.4,red,red,green,green,green,red,red
926,2641.5,red,red,green,green,green,red,red
927,2641.6,red,red,green,green,green,red,red
928,2641.7,red,red,green,green,green,red,red
929,2641.8,red,red,green,green,green,red,red
930,2641.9,red,red,green,green,green,red,red
931,2642,red,red,green,green,green,red,red
932,2642.1,red,red,green,green,green,red,red
933,2642.2,red,red,green,green,green,red,red
934,2642.3,red,red,green,green,green,red,red
935,2642.4,red,red,green,green,green,red,red
936,2642.5,red,red,green,green,green,red,red
937,2642.6,red,red,green,green,green,red,red
938,2642.7,red,red,green,green,green,red,red
939,2642.8,red,red,green,green,green,red,red
940,2642.9,red,red,green,green,green,red,red
941,2643,red,red,green,green,green,red,red
942,2643.1,red,red,green,green,green,red,red
943,2643.2,red,red,green,green,green,red,red
944,2643.3,red,red,green,green,green,red,red
945,2643.4,red,red,green,green,green,red,red
946,2643.5,red,red,green,green,green,red,red
947,2643.6,red,red,green,green,green,red,red
948,2643.7,red,red,green,green,green,red,red
949,2643.8,red,red,green,green,green,red,red
950,2643.9,red,red,green,green,green,red,red
951,2644,red,red,green,green,green,red,red
952,2644.1,red,red,green,green,green,red,red
953,2644.2,red,red,green,green,green,red,red
954,2644.3,red,red,green,green,green,red,red
955,2644.4,red,red,green,green,green,red,red
956,2644.5,red,red,green,green,green,red,red
957,2644.6,red,red,green,green,green,red,red
958,2644.7,red,red,green,green,green,red,red
959,2644.8,red,red,green,green,green,red,red
960,2644.9,red,red,green,green,green,red,red
961,2645,red,red,green,green,green,red,red
962,2645.1,red,red,green,green,green,red,red
963,2645.2,red,red,green,green,green,red,red
964,2645.3,red,red,green,green,green,red,red
965,2645.4,red,red,green,green,green,red,red
966,2645.5,red,red,green,green,green,red,red
967,2645.6,red,red,green,green,green,red,red
968,2645.7,red,red,green,green,green,red,red
969,2645.8,red,red,green,green,green,red,red
970,2645.9,red,red,green,green,green,red,red
971,2646,red,red,green,green,green,red,red
972,2646.1,red,red,green,green,green,red,red
973,2646.2,red,red,green,green,green,red,red
974,2646.3,red,red,green,green,green,red,red
975,2646.4,red,red,green,green,green,red,red
976,2646.5,red,red,green,green,green,red,red
977,2646.6,red,red,green,green,green,red,red
